company,role,principle_name,principle_description,question,question_type,difficulty,quote,source
EY-Parthenon,Mid Level,Inclusive Allyship,Leading by example in allyship before expecting others to follow,Tell me about a time when you had to become an ally to an underrepresented group and how you moved beyond words to actionable commitment.,Culture Fit,Medium,"Leaders can't ask others to be allies to underrepresented groups until they are allies themselves... leaders should go beyond words and statements to make sure actionable, sustainable commitment starts with the leader.","Kelly Grier, US Chair, Allyship Discussion, 2021"
KPMG Strategy,Entry Level,Values-Driven Quality,Ensuring all actions align with organizational values and quality standards,Tell me about a time when you had to maintain high quality standards while facing pressure to cut corners or compromise values.,Values,Medium,"My highest priority is working together with our talented professionals to provide each KPMG client with the highest standards of quality and consistency in everything we do for them.","Paul Knopp, US CEO, LinkedIn Profile, 2022"
KPMG Strategy,Mid Level,Building Trust Through Integrity,Leading teams with integrity and excellence to build stakeholder trust,Tell me about a time when you built trust with stakeholders during a challenging situation by demonstrating integrity and excellence.,Culture Fit,Medium,"We succeeded as one firm, composed of many great teams delivering the highest quality services to our clients... building trust with stakeholders, leading inclusive teams, and serving our clients with integrity and excellence.","Paul Knopp, US CEO, Leadership Reflection, 2025"
KPMG Strategy,Senior,DEI as Business Imperative,Viewing diversity and inclusion as essential for future business success,Tell me about a time when you championed diversity and inclusion initiatives by making the business case for their importance.,Leadership,Hard,"You have to ensure you have the talent you need to be successful as a business in the future. So that's the way we've been looking at DEI, that it's still a business imperative.","Paul Knopp, US CEO, DEI Business Case, 2023"
KPMG Strategy,Leadership,Transparent Progress Accountability,Being honest about progress while maintaining commitment to improvement,Tell me about a time when you had to report on disappointing progress toward important goals while maintaining team motivation and commitment.,Culture Fit,Hard,"It's a journey and I feel really good about some of the progress we've made, but I feel really anxious about the progress we still have to make.","Paul Knopp, US CEO, DEI Progress Discussion, 2024"
KPMG Strategy,Entry Level,Talent Pipeline Development,Investing in future leaders from diverse communities,Tell me about a time when you mentored or developed someone from an underrepresented background and how you supported their growth.,Teamwork,Easy,"At our firm, we are committed to attracting high-performing talent... we are working to build a pipeline of future business leaders from CUNY campuses while making a difference in our communities.","Paul Knopp, US CEO, CUNY Partnership, 2024"
KPMG Strategy,Senior,Values Integration,Incorporating integrity, excellence, and courage into assessment and decision-making,Tell me about a time when you had to make a difficult decision by weighing integrity, excellence, and courage as key factors.,Values,Hard,"Integrity, excellence and courage work together... the importance of building a values component into your assessment framework.","Paul Knopp, US CEO, Values Framework, 2023"
KPMG Strategy,Mid Level,Cultural Change Modeling,Demonstrating the confident, trusting mindset needed for positive organizational change,Tell me about a time when you had to model the behavior change you wanted to see in your organization.,Leadership,Medium,"The leader's job is not only to foster positive change in an organization but to model the kind of confident, trusting mindset that makes change possible.","Paul Knopp, US CEO, Culture Discussion, 2022"
Oliver Wyman,Entry Level,Speed and Agility,Obsessing with speed to outpace changing world and competition,Tell me about a time when you had to deliver results faster than normal timelines and what strategies you used to maintain quality while increasing speed.,Problem Solving,Medium,"When you hear 'future of defense,' what comes to mind? Speed. I'm obsessed with speed. The pace at which the world is changing, the pace at which our adversaries are changing — we need to be faster than them.","Scott McDonald, CEO, Defense Technology Discussion, 2024"
Oliver Wyman,Senior,Innovation Across Timeframes,Balancing investment in current needs with future technology development,Tell me about a time when you had to balance immediate operational needs with long-term innovation investments.,Leadership,Hard,"We have a three-timeframe problem, which is that, at the same time, we're investing in the technologies of the Cold War, the technologies of today and the technologies of the future.","Scott McDonald, CEO, Axios Interview, 2024"
Oliver Wyman,Mid Level,Environmental Business Case,Making business decisions that benefit shareholders while addressing climate challenges,Tell me about a time when you championed an environmental initiative by demonstrating its business value.,Values,Medium,"If we do more work around climate change, are we able to attract better people, can we do more work with clients, and do we make our shareholders happier? My own view on the answers to those questions is yes, yes, and yes.","Scott McDonald, CEO, Fletcher Forum Interview, 2017"
Booz Allen Hamilton,Entry Level,Power of Listening,Using listening as a fundamental leadership tool to avoid organizational problems,Tell me about a time when active listening helped you identify and solve a problem that others had missed.,Leadership,Easy,"The power of listening cannot be underestimated. It is very easy, the more senior you become, to stop listening to your clients, your people. But that's how organizations get in trouble. When you stop listening, as far as I'm concerned, it's over.","Horacio Rozanski, CEO, Leadership Philosophy, 2020"
Booz Allen Hamilton,Mid Level,Success vs. Winning,Distinguishing between scoring points and accomplishing meaningful goals the right way,Tell me about a time when you chose to pursue success over a quick win and explain how you defined success for that situation.,Values,Medium,"There is a difference between winning and succeeding. Winning is simply scoring more points, but succeeding is accomplishing something and doing it the right way.","Horacio Rozanski, CEO, Leadership Philosophy, 2021"
Booz Allen Hamilton,Senior,Private-Public Innovation,Leveraging private sector speed and innovation to enhance government effectiveness,Tell me about a time when you brought private sector innovation or efficiency to improve a public sector or bureaucratic process.,Problem Solving,Hard,"We bring a private sector perspective and private sector innovation and private sector speed and flexibility that the government doesn't have... private sector innovation is necessary to a well-functioning government.","Horacio Rozanski, CEO, Government Innovation Discussion, 2022"
Booz Allen Hamilton,Leadership,Mentorship and Hard Work,Combining mentorship with personal effort and taking the challenging path,Tell me about a time when you received valuable mentorship but still had to put in exceptional personal effort to achieve your goals.,Culture Fit,Medium,"I tried to make good decisions and I listened to and learned from my mentors... but I also put in the effort. I didn't take the easy path; I did the work.","Horacio Rozanski, CEO, Horatio Alger Society, 2020"
Booz Allen Hamilton,Senior,Technology Transformation,Leading organizational transformation from traditional consulting to technology-focused innovation,Tell me about a time when you led a significant organizational transformation that required changing fundamental business approaches.,Leadership,Hard,"Most importantly, he led Booz Allen's pivotal transformation into the vibrant technology company it is today, ushering in a period of significant growth and shareholder value creation.","Horacio Rozanski, CEO, Vision 2020 Strategy, 2015-2024"
Booz Allen Hamilton,Mid Level,Defense Innovation Speed,Understanding urgency in national security and technology advancement,Tell me about a time when you had to accelerate a critical project because the competitive landscape or external threats demanded faster action.,Problem Solving,Hard,"The U.S. cannot afford to be second in AI to China... The pace at which our adversaries are changing — we need to be faster than them.","Horacio Rozanski, CEO, CNBC AI Leadership Interview, 2025"
