company,role,principle_name,principle_description,question,question_type,difficulty,quote,source
Roche,Senior,Act as One Team,Collaborating without boundaries,Tell me about a time when you successfully collaborated across different teams departments or organizations to achieve a common goal.,Teamwork,Hard,"Act as one team (collaborate without boundaries)",Roche Operating Principles 2024
Roche,Entry Level,Embrace Differences,Seeking diverse perspectives for innovation,Tell me about a time when you actively sought out or embraced different perspectives and how that diversity of thought led to a better outcome.,Culture Fit,Easy,"Embrace differences (seek diverse perspectives)",Roche Operating Principles 2024
AbbVie,Entry Level,Remarkable Impact,Delivering remarkable impact felt within healthcare and beyond,Tell me about a time when you contributed to achieving results that had a meaningful impact beyond your immediate team or organization.,Values,Easy,"a remarkable impact that's felt within healthcare and beyond.",AbbVie Culture Values 2024
AbbVie,Mid Level,Compassion in Decision Making,Making decisions based on deep caring and compassion for people,Tell me about a time when you had to make a difficult decision and how you ensured compassion and care for people affected guided your choice.,Culture Fit,Medium,"They make decisions based on deep caring and compassion for people, delivering a lasting impact to patients, their families, employees and the community.",AbbVie Principles 2024
AbbVie,Senior,Relentless Innovation,Innovating relentlessly in everything we do to tackle unmet needs,Tell me about a time when you continuously pushed for innovation or improvement even when others were satisfied with the status quo.,Innovation,Hard,"innovate relentlessly in everything we do to tackle unmet needs",AbbVie Principles 2024
AbbVie,Leadership,Uncompromising Integrity,Pursuing highest standards in quality compliance safety and performance with integrity at heart,Tell me about a time when you had to uphold high ethical standards or integrity even when it was difficult or costly to do so.,Leadership,Hard,"uncompromising integrity at the heart of everything they do, pursuing the highest standards in quality, compliance, safety and performance.",AbbVie Principles 2024
AbbVie,Mid Level,Inclusive Team Innovation,Embracing diverse backgrounds and perspectives to achieve collective best,Tell me about a time when you worked to create a more inclusive environment and how that inclusion led to better team performance.,Teamwork,Medium,"their employees embrace diverse backgrounds and perspectives which allows them all to achieve their best.",AbbVie Principles 2024
AbbVie,Senior,Enterprise Common Good,Weighing all decisions against common good for enterprise and solving problems for all,Tell me about a time when you had to balance competing interests and how you prioritized the greater good over individual or departmental preferences.,Problem Solving,Hard,"Weighing all decisions against the common good for the enterprise, inspiring and creating as an inclusive team, and solving problems for all rather than serving immediate teams",AbbVie Ways We Work 2024
AbbVie,Entry Level,Right Thing Always,Always striving to do the right thing in all situations,Tell me about a time when you chose to do what was right even though it might have been more challenging than other available options.,Values,Easy,"strive to always do the right thing",AbbVie Principles 2024
Bristol Myers Squibb,Entry Level,Patient-Centered Mission,Keeping patients at the heart of everything we do,Tell me about a time when you made sure to keep the end user or beneficiary at the center of your decision-making process.,Values,Easy,"Their global employees keep patients at the heart of everything they do.",Bristol Myers Squibb Mission 2024
Bristol Myers Squibb,Mid Level,Science-Driven Passion,Being motivated by the power of science to transform lives,Tell me about a time when your enthusiasm for learning or scientific thinking helped you solve a complex problem or drive innovation.,Culture Fit,Medium,"They are motivated by the power of science.",Bristol Myers Squibb About Us 2024
Bristol Myers Squibb,Senior,Breakthrough Innovation,Pushing boundaries of science and technology for unmet medical needs,Tell me about a time when you pushed beyond conventional approaches to develop a breakthrough solution for a challenging problem.,Innovation,Hard,"They are dedicated to pushing the boundaries of science and technology to develop breakthrough treatments for unmet medical needs.",Bristol Myers Squibb Values 2024
Bristol Myers Squibb,Leadership,Transformational Leadership,Transforming lives through science with inclusive leadership,Tell me about a time when you led a transformational change that improved outcomes for the people you serve while fostering an inclusive environment.,Leadership,Hard,"Their vision is to be a global biopharmaceutical leader, transforming patients' lives through science.",Bristol Myers Squibb Mission 2024
Bristol Myers Squibb,Mid Level,Accountability Excellence,Owning success and striving to be transparent in delivering commitments,Tell me about a time when you took full ownership of a challenging situation and what steps you took to ensure transparency and deliver on your commitments.,Problem Solving,Medium,"They all own Bristol Myers Squibb's success and strive to be transparent and deliver on their commitments.",Bristol Myers Squibb Values Accountability 2024
Bristol Myers Squibb,Senior,Inclusion and Belonging,Creating positive inclusive environment where employees thrive,Tell me about a time when you actively worked to create a more inclusive environment and the specific actions you took to ensure everyone felt they belonged.,Teamwork,Hard,"Their culture is essential to creating a positive, inclusive environment where employees thrive.",Bristol Myers Squibb Culture 2024
Bristol Myers Squibb,Entry Level,Integrity in Every Product,Believing the priceless ingredient of every product is the integrity of its maker,Tell me about a time when you ensured the highest quality or ethical standards in your work even when no one was watching.,Values,Easy,"They believe that the priceless ingredient of every product they make is the integrity of its maker.",Bristol Myers Squibb Values Integrity 2024
