company,role,principle_name,principle_description,question,question_type,difficulty,quote,source
JPMorgan Chase,Senior,Soft Power Leadership,Building trust and respect rather than relying on authority alone,Tell me about a time when you had to influence others without formal authority and build consensus around a difficult decision.,Leadership,Hard,"Soft power – essentially trust and maturity – may become more important than hard power","Jamie Dimon, CEO, Annual Shareholder Letter, 2024"
JPMorgan Chase,Entry Level,Clear Vision Communication,Articulating goals clearly to inspire team commitment,Tell me about a time when you had to communicate a complex vision or goal in a way that motivated others to follow.,Culture Fit,Medium,"If you can communicate an intentional objective to staffers, they'll follow you anywhere","Jamie Dimon, CEO, Annual Shareholder Letter, 2024"
JPMorgan Chase,Leadership,Fortress Balance Sheet,Maintaining strong financial position to invest through all market cycles,Tell me about a time when you had to maintain conservative resource management while others were taking bigger risks.,Leadership,Hard,"A fortress balance sheet that allows us to invest in good times and in bad times","Jamie Dimon, CEO, Annual Shareholder Letter, 2024"
JPMorgan Chase,Senior,Continuous Investment,Consistently investing in technology and capabilities to serve customers better,Tell me about a time when you championed an investment in technology or capabilities that improved service delivery.,Problem Solving,Hard,"Continuous investing in technology to better serve both our employees and our customers","Jamie Dimon, CEO, Annual Shareholder Letter, 2024"
Citigroup,Entry Level,Transformation Mindset,Embracing change and modernization for future success,Tell me about a time when you had to adapt to or lead a significant change in processes or technology.,Culture Fit,Medium,"Our vision is clear. The strategy is set. The pieces are in place","Jane Fraser, CEO, 2024 Annual Stockholders' Meeting, 2024"
Citigroup,Mid Level,Accountability Culture,Taking ownership of results and ensuring team accountability,Tell me about a time when you had to hold yourself or your team accountable for underperformance and drive improvement.,Values,Medium,"Ensuring we have a culture characterized by excellence and accountability","Jane Fraser, CEO, Citi Annual Meeting, 2024"
Citigroup,Senior,Client-Centric Leadership,Making leadership decisions that directly improve client experience,Tell me about a time when you restructured your approach or team to better serve clients and improve their experience.,Problem Solving,Hard,"They are accountable for every aspect of the client experience","Jane Fraser, CEO, describing new leadership structure, 2024"
Citigroup,Leadership,Agility and Speed,Moving faster and smarter in a competitive environment,Tell me about a time when you had to accelerate your team's decision-making process to capitalize on an opportunity.,Leadership,Hard,"Our teams are more agile. We're moving faster and smarter","Jane Fraser, CEO, 2024 Annual Stockholders' Meeting, 2024"
Citigroup,Mid Level,Resilience in Adversity,Maintaining stability and performance during challenging times,Tell me about a time when you had to guide your team through a difficult period while maintaining confidence and performance.,Problem Solving,Medium,"Citi was built for this. Our strategy has been designed to perform across a wide range of conditions","Jane Fraser, CEO, Citi Annual Meeting, 2024"
Citigroup,Senior,ESG Leadership,Leading environmental and social responsibility initiatives,Tell me about a time when you championed a sustainability or social responsibility initiative that required long-term commitment.,Leadership,Hard,"On my first day as CEO, I committed Citi to net zero emissions by the year 2050","Jane Fraser, CEO, Citi Annual Meeting, 2024"
Citigroup,Entry Level,Raising Performance Standards,Setting higher expectations and improving execution,Tell me about a time when you had to raise performance standards and help others adapt to higher expectations.,Culture Fit,Medium,"We've raised the bar on ourselves. We've redefined how we measure success","Jane Fraser, CEO, 2024 Annual Stockholders' Meeting, 2024"
Citigroup,Leadership,Delivering Results,Achieving measurable improvements in performance and efficiency,Tell me about a time when you led an initiative that delivered significant measurable improvements for your organization.,Leadership,Hard,"Net income up nearly 40% to $12.7 billion","Jane Fraser, CEO, 2024 Annual Stockholders' Meeting, 2024"
Citigroup,Senior,Global Banking Excellence,Serving institutions with cross-border needs and global wealth management,Tell me about a time when you managed a complex cross-border project or served clients with international needs.,Problem Solving,Hard,"To be the preeminent banking partner for institutions with cross border needs, a global leader in wealth","Jane Fraser, CEO, Citi Vision Statement, 2024"
Bank of America,Entry Level,Responsible Growth,Growing the business while maintaining strong risk principles and serving all stakeholders,Tell me about a time when you had to balance growth opportunities with responsible risk management.,Values,Medium,"Responsible growth is the strategy we've been following consistently since 2014","Brian Moynihan, CEO, Bank of America Communications, 2024"
Bank of America,Mid Level,Customer-Focused Strategy,Putting customer needs at the center of all strategic decisions,Tell me about a time when you changed your approach or strategy to better serve customer needs.,Culture Fit,Medium,"Grow with a customer-focused strategy","Brian Moynihan, CEO, Bank of America Responsible Growth Principles, 2024"
Bank of America,Senior,Energy Giving Leadership,Being a source of positive energy and calmness during pressure situations,Tell me about a time when you had to remain calm under pressure and energize your team to overcome a significant challenge.,Leadership,Hard,"One thing that you look for in people and you try to be, is an energy giver, not an energy taker","Brian Moynihan, CEO, Fortune Interview, 2024"
Bank of America,Leadership,People-Focused Decisions,Making decisions based on who will execute rather than just what the decision is,Tell me about a time when you had to carefully select the right person to lead a critical initiative and how you supported their success.,Leadership,Hard,"Every decision we have to make as a leader, you have to think about who's going to do it, not what the decision is","Brian Moynihan, CEO, Fortune Interview, 2024"
Bank of America,Mid Level,Institutional Perspective,Taking a long-term view for the benefit of the organization beyond personal tenure,Tell me about a time when you made a decision that would benefit the organization long-term, even if it didn't benefit you immediately.,Values,Medium,"The institution that we represent, and we're here a nanosecond in the life cycle of this company","Brian Moynihan, CEO, Fortune Interview, 2024"
Bank of America,Senior,Capitalism with Purpose,Using business success to solve societal problems and create positive impact,Tell me about a time when you found a way to achieve business objectives while also creating positive social or environmental impact.,Problem Solving,Hard,"Capitalism is the only system that can solve the problems that the world needs","Brian Moynihan, CEO, Fortune Interview, 2024"
Bank of America,Entry Level,No Excuses Performance,Winning in the market through disciplined execution without making excuses,Tell me about a time when you faced obstacles but refused to make excuses and found a way to achieve your goals.,Culture Fit,Medium,"Win in the market, no excuses","Brian Moynihan, CEO, Bank of America Responsible Growth Principles, 2024"
Bank of America,Leadership,Profits and Purpose Integration,Successfully balancing financial performance with broader stakeholder value,Tell me about a time when you had to demonstrate that doing the right thing for stakeholders could also drive financial success.,Leadership,Hard,"The 'genius of the AND' is we've both got to create money and do it the right way","Brian Moynihan, CEO, Fortune Interview, 2024"
Bank of America,Senior,Operational Excellence,Maintaining disciplined expense management while investing in growth,Tell me about a time when you had to improve operational efficiency while still investing in capabilities or people.,Problem Solving,Hard,"It requires good expense management, or operational excellence","Brian Moynihan, CEO, describing responsible growth, 2024"
