company,role,principle_name,principle_description,question,question_type,difficulty,quote,source
Aetna CVS Health,Mid Level,Cultural Competency,Providing care that respects diverse cultural health beliefs, behaviors and needs,"Tell me about a time when you adapted your approach to work effectively with someone from a different cultural background or with different needs.",Values,Medium,"Members have diverse cultural health beliefs, behaviors and needs, and deserve to be treated with dignity, respect and fairness. We emphasize providers' responsibility in providing culturally competent care.","Company Cultural Competency Policy, Aetna CVS Health, 2020-2024"
Aetna CVS Health,Senior,Health Equity Leadership,Helping people access quality care and social resources in their communities,"Tell me about a time when you led an initiative to improve access to services or resources for an underserved community.",Leadership,Hard,"At Aetna, we believe everyone should have a fair and just opportunity to be as healthy as possible. We're committed to helping people access quality care and social resources in their communities.","Company Health Equity Statement, Aetna CVS Health, 2020-2024"
Aetna CVS Health,Leadership,Digital Healthcare Innovation,Creating innovative digital solutions to make healthcare more accessible and integrated,"Tell me about a time when you spearheaded an innovation that significantly improved accessibility or integration of services.",Leadership,Hard,"CVS Health is embarking on a bold digital agenda to transform health care, creating innovative digital solutions that will make healthcare more accessible, more integrated and more reliable for more people.","Company Digital Strategy, CVS Health, 2020-2024"
Aetna CVS Health,Mid Level,Community Health Focus,Improving health of communities through local presence and comprehensive care,"Tell me about a time when you contributed to improving outcomes for your local community or workplace environment.",Culture Fit,Medium,"CVS Health delivers care like no one else can, reaching more people and improving the health of communities across America through their local presence and digital channels.","Company Mission Statement, CVS Health, 2020-2024"
Cigna,Entry Level,Mission-Driven Service,Improving the health and vitality of those we serve,"Tell me about a time when you went above and beyond to help improve someone's well-being or success.",Culture Fit,Easy,"Our mission is to improve the health and vitality of those we serve.","David Cordani, CEO, Company Mission Statement, 2020-2024"
Cigna,Mid Level,Outcome-Based Healthcare,Focusing on health outcomes rather than consumption of services,"Tell me about a time when you shifted focus from activity-based to results-based measurement and what impact it had.",Problem Solving,Hard,"We're a $4.5 trillion ecosystem, and the vast majority of that spending pays based on the consumption of services, not on the outcomes achieved. We need to align incentives within the health care system based on outcomes rather than consumption.","David Cordani, CEO, Evernorth Outcomes Event, 2024"
Cigna,Senior,Prevention and Health Maintenance,Focusing on preventing health issues before they become costly conditions,"Tell me about a time when you implemented a preventive approach that saved time, money, or resources in the long run.",Problem Solving,Medium,"What is the least expensive health care there is? The answer is, the one that never needs to happen. We need to focus on how we help improve health in the first place or maintain health on a more aggressive basis.","David Cordani, CEO, Healthcare Interview, 2024"
Cigna,Leadership,Vitality and Performance Connection,Understanding that individual vitality drives organizational performance,"Tell me about a time when you recognized the connection between employee well-being and performance, and took action to address it.",Leadership,Hard,"If we could lift the vitality of an individual, we lift the performance of a corporation or an employer. We lift performance through higher levels of engagement and presenteeism, lower levels of turnover, and higher productivity.","David Cordani, CEO, Outcomes 2024 Event, 2024"
Cigna,Mid Level,Mental and Physical Health Integration,Recognizing the inextricable link between mental and physical health,"Tell me about a time when you addressed a problem by considering both its emotional/psychological and practical/physical aspects.",Values,Medium,"We have a mental health challenge within our society. And mental health and physical health are inextricably linked.","David Cordani, CEO, Healthcare Discussion, 2024"
Cigna,Senior,Collaborative Culture Building,Creating systematic collaborative approaches where everyone owns the solution,"Tell me about a time when you built a collaborative culture around a shared goal, ensuring everyone felt ownership of the outcome.",Teamwork,Hard,"Building a culture of health needs to be collaborative. We can systemize ourselves to achieve a much better sustainable outcome. But we cannot just do it with a decree. We must operationalize this, so everybody owns it.","David Cordani, CEO, Leadership Statement, 2024"
Cigna,Leadership,Sustainable Healthcare Innovation,Implementing programs that integrate coverage with lifestyle and behavior change,"Tell me about a time when you designed or implemented a solution that addressed multiple aspects of a complex problem simultaneously.",Leadership,Hard,"The Cigna Group's efforts to innovate and implement programs that focus on health improvement and preventive care, including the EncircleRx program, which integrates coverage for GLP-1 drugs with lifestyle and behavior change programs.","David Cordani, CEO, Program Implementation, 2024"
